년월일,호기,총량(kw),평균(kw),최대(kw),최소(kw),"최대(시간별, kw)","최소(시간별, kw)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2018-10-05,1,68.64,3,14,0,14,0.4,0,0,0,0,0,0,0,0,1.12,3.52,10.08,11.36,9.28,5.52,14,11.04,2.32,0.4,0,0,0,0,0,0
2018-10-06,1,110.24,5,53.76,0,53.76,0.08,0,0,0,0,0,0,0,0,0,0,0,0.64,3.6,18.72,53.76,30.88,2.56,0.08,0,0,0,0,0,0
2018-10-07,1,479.28,20,72.4,0,72.4,1.84,0,0,0,0,0,0,0,7.76,24.88,53.44,68.88,69.36,72.4,67.12,56.72,38.72,18.16,1.84,0,0,0,0,0,0
2018-10-08,1,501.84,21,73.68,0,73.68,0.56,0,0,0,0,0,0,0.56,13.2,38.72,59.52,70.64,73.68,68.72,64.72,54.8,38.32,17.36,1.6,0,0,0,0,0,0
2018-10-09,1,233.12,10,37.28,0,37.28,0.32,0,0,0,0,0,0,0.32,16.16,23.92,31.28,37.28,29.44,31.36,20,20.48,18.16,4.4,0.32,0,0,0,0,0,0
2018-10-10,1,233.76,10,47.6,0,47.6,1.2,0,0,0,0,0,0,0,2.88,10.48,20.96,24.88,47.6,38.8,33.2,27.68,18.96,7.12,1.2,0,0,0,0,0,0
2018-10-11,1,376.08,16,87.12,0,87.12,0.16,0,0,0,0,0,0,0.16,3.92,8,25.92,67.04,87.12,19.52,69.52,46.48,30.16,16.48,1.76,0,0,0,0,0,0
2018-10-12,1,557.12,23,83.36,0,83.36,0.16,0,0,0,0,0,0,0.16,13.36,42.08,67.28,81.68,83.36,80.16,72.72,59.68,35.2,18.16,3.28,0,0,0,0,0,0
2018-10-13,1,301.28,13,72,0,72,0.08,0,0,0,0,0,0,0.08,3.6,12.4,48.16,72,43.44,25.84,31.6,25.28,21.2,16.4,1.28,0,0,0,0,0,0
2018-10-14,1,453.92,19,74.8,0,74.8,0.16,0,0,0,0,0,0,0.16,12.16,25.84,56.96,70.72,74.8,69.44,51.04,47.68,28,15.76,1.36,0,0,0,0,0,0
2018-10-15,1,484.48,20,79.68,0,79.68,0.08,0,0,0,0,0,0,0.08,8.4,37.6,59.84,74.48,79.68,77.12,60,38.32,34.24,13.44,1.28,0,0,0,0,0,0
2018-10-16,1,184.64,8,36.96,0,36.96,0.32,0,0,0,0,0,0,0.32,9.68,18.72,18.48,30.4,26.56,36.96,23.04,7.12,9.76,3.12,0.48,0,0,0,0,0,0
2018-10-17,1,450.56,19,72.24,0,72.24,0.16,0,0,0,0,0,0,0.16,8.16,31.2,51.92,64.64,72.24,71.52,62.32,48.96,27.44,11.12,0.88,0,0,0,0,0,0
2018-10-18,1,469.36,20,80.16,0,80.16,0.16,0,0,0,0,0,0,0.16,8.72,32.16,52.56,68,80.16,52.88,69.68,54.08,34.96,14.8,1.2,0,0,0,0,0,0
2018-10-19,1,492.32,21,84.48,0,84.48,0.08,0,0,0,0,0,0,0.08,9.68,39.36,63.36,79.68,84.48,80.4,67.12,29.84,23.44,14.48,0.4,0,0,0,0,0,0
2018-10-20,1,499.12,21,76.08,0,76.08,0.16,0,0,0,0,0,0,0.16,9.6,37.84,57.6,71.92,76.08,76.08,67.76,53.04,35.36,13.12,0.56,0,0,0,0,0,0
2018-10-21,1,500.8,21,76.8,0,76.8,0.16,0,0,0,0,0,0,0.16,9.04,37.76,56,70.72,75.84,76.8,68.88,54.56,36,14.4,0.64,0,0,0,0,0,0
2018-10-22,1,315.44,13,65.68,0,65.68,0.08,0,0,0,0,0,0,0.08,4.56,20.16,36.16,26.72,65.68,49.52,53.52,24.72,19.44,14.48,0.4,0,0,0,0,0,0
2018-10-23,1,331.2,14,66.96,0,66.96,0.4,0,0,0,0,0,0,0,5.12,19.92,34.64,66.96,27.28,26.56,63.92,46,27.76,12.64,0.4,0,0,0,0,0,0
2018-10-24,1,510.32,21,81.76,0,81.76,0.08,0,0,0,0,0,0,0.08,7.44,38.24,61.2,78.08,81.76,73.52,67.92,53.6,34.4,13.36,0.72,0,0,0,0,0,0
2018-10-25,1,473.36,20,73.12,0,73.12,0.4,0,0,0,0,0,0,0,7.2,35.6,55.12,68.4,71.6,73.12,66.4,50.72,33.36,11.44,0.4,0,0,0,0,0,0
2018-10-26,1,64,3,21.36,0,21.36,0.08,0,0,0,0,0,0,0,0.24,4.08,9.12,21.36,16.8,6.72,2.96,1.68,0.96,0,0.08,0,0,0,0,0,0
2018-10-27,1,324.8,14,56.96,0,56.96,0.08,0,0,0,0,0,0,0.08,6.8,32.08,41.28,56.96,44.4,24.96,56.16,13.36,32.08,16.24,0.4,0,0,0,0,0,0
2018-10-28,1,496.64,21,85.68,0,85.68,0.08,0,0,0,0,0,0,0.08,6.56,40.4,62,78.32,85.68,75.2,65.68,38.32,30.96,13.04,0.4,0,0,0,0,0,0
2018-10-29,1,359.04,15,73.92,0,73.92,0.4,0,0,0,0,0,0,0,5.44,35.68,57.84,73.92,64.08,9.12,50.08,23.6,34,4.88,0.4,0,0,0,0,0,0
2018-10-30,1,572.48,24,92.32,0,92.32,0.4,0,0,0,0,0,0,0,6.24,40.24,68.48,85.68,92.32,87.84,77.36,61.04,38.96,13.92,0.4,0,0,0,0,0,0
2018-10-31,1,498.72,21,87.6,0,87.6,0.4,0,0,0,0,0,0,0,4.32,38.32,63.28,80.64,87.6,83.92,73.2,39.28,19.28,8.48,0.4,0,0,0,0,0,0
2018-11-01,1,514.88,21,85.68,0,85.68,0.24,0,0,0,0,0,0,0,4.88,36.8,61.52,77.52,85.68,80.08,71.28,52.72,33.04,11.12,0.24,0,0,0,0,0,0
2018-11-02,1,484.8,20,77.84,0,77.84,0.24,0,0,0,0,0,0,0,4.72,35.68,57.68,71.84,77.84,68,67.92,54.16,34.88,11.84,0.24,0,0,0,0,0,0
2018-11-03,1,460.64,19,72.64,0,72.64,0.16,0,0,0,0,0,0,0,4.16,33.76,55.84,70.88,72.64,72.32,66.24,51.52,21.84,11.28,0.16,0,0,0,0,0,0
2018-11-04,1,487.36,20,80.96,0,80.96,0.16,0,0,0,0,0,0,0,4,33.52,59.04,73.44,80.96,79.52,65.84,49.52,31.68,9.68,0.16,0,0,0,0,0,0
2018-11-05,1,449.92,19,74.88,0,74.88,0.08,0,0,0,0,0,0,0,3.76,30,51.44,65.76,74.88,74.16,64.32,49.36,27.68,8.48,0.08,0,0,0,0,0,0
2018-11-06,1,430.96,18,71.2,0,71.2,0.16,0,0,0,0,0,0,0,3.44,27.76,50.16,64.24,70.4,71.2,63.68,47.6,26.16,6.16,0.16,0,0,0,0,0,0
2018-11-07,1,150.24,6,30.48,0,30.48,0.08,0,0,0,0,0,0,0,2.24,10.4,12,15.36,29.04,30.48,23.2,13.2,10,4.24,0.08,0,0,0,0,0,0
2018-11-08,1,13.12,1,4.64,0,4.64,0.08,0,0,0,0,0,0,0,0.16,2.8,4.64,3.28,1.44,0.56,0.08,0,0.16,0,0,0,0,0,0,0,0
2018-11-09,1,388.64,16,72.48,0,72.48,0.08,0,0,0,0,0,0,0,3.52,24.4,53.44,52.4,27.28,72.48,65.92,49.28,31.84,8,0.08,0,0,0,0,0,0
2018-11-10,1,460.32,19,75.52,0,75.52,0.08,0,0,0,0,0,0,0,2.96,27.6,54.08,66.88,74.72,75.52,66.4,50.32,32.24,9.52,0.08,0,0,0,0,0,0
2018-11-11,1,329.84,14,67.68,0,67.68,0.8,0,0,0,0,0,0,0,4.88,20.88,47.12,63.28,67.68,66.72,35.84,17.68,4.96,0.8,0,0,0,0,0,0,0
2018-11-12,1,106.32,4,27.76,0,27.76,1.28,0,0,0,0,0,0,0,0,3.52,5.28,14.24,27.76,23.6,12.8,9.44,8.4,1.28,0,0,0,0,0,0,0
2018-11-13,1,248.16,10,48.16,0,48.16,2.96,0,0,0,0,0,0,0,2.96,16.88,23.44,31.36,43.92,31.36,48.16,29.04,13.92,7.12,0,0,0,0,0,0,0
2018-11-14,1,374.88,16,73.2,0,73.2,2.4,0,0,0,0,0,0,0,2.4,25.76,56.16,69.84,73.2,69.52,44,18,12.32,3.68,0,0,0,0,0,0,0
2018-11-15,1,423.12,18,72.48,0,72.48,0.08,0,0,0,0,0,0,0,2.08,24.16,53.44,67.2,72.48,72.4,51.2,44.16,28.16,7.76,0.08,0,0,0,0,0,0
2018-11-16,1,107.68,4,23.84,0,23.84,0.56,0,0,0,0,0,0,0,0.56,4.32,10.8,16.88,23.84,20.48,16.48,9.68,3.68,0.96,0,0,0,0,0,0,0
2018-11-17,1,425.84,18,72.72,0,72.72,0.08,0,0,0,0,0,0,0,2.24,22.4,55.52,68.96,72.72,68.88,59.2,43.52,25.84,6.48,0.08,0,0,0,0,0,0
2018-11-18,1,122.48,5,25.92,0,25.92,0.72,0,0,0,0,0,0,0,0.72,4.24,10.8,20.16,25.92,24.72,10.48,7.84,14.96,2.64,0,0,0,0,0,0,0
2018-11-19,1,418.96,17,80.88,0,80.88,0.08,0,0,0,0,0,0,0,2.96,11.84,40.64,70.64,80.88,68.56,63.84,44.56,28.48,6.48,0.08,0,0,0,0,0,0
2018-11-20,1,470.08,20,80.88,0,80.88,1.84,0,0,0,0,0,0,0,1.84,20.96,58.4,74.24,80.88,76.08,67.52,51.36,30.96,7.84,0,0,0,0,0,0,0
2018-11-21,1,133.44,6,24.4,0,24.4,1.44,0,0,0,0,0,0,0,1.44,13.04,21.28,24.4,20.08,18.32,14.16,13.28,6,1.44,0,0,0,0,0,0,0
2018-11-22,1,518.56,22,90.64,0,90.64,3.2,0,0,0,0,0,0,0,3.2,19.84,59.6,78.16,90.64,86.08,74.24,60.16,36.64,10,0,0,0,0,0,0,0
2018-11-23,1,463.28,19,82.32,0,82.32,3.2,0,0,0,0,0,0,0,3.2,16.32,52.4,63.68,69.52,82.32,73.6,57.76,35.6,8.88,0,0,0,0,0,0,0
2018-11-24,1,110.88,5,32.8,0,32.8,0.72,0,0,0,0,0,0,0,1.68,15.44,18.64,32.8,22.16,1.04,0.72,4.64,8.08,5.68,0,0,0,0,0,0,0
2018-11-25,1,392.96,16,75.44,0,75.44,1.52,0,0,0,0,0,0,0,1.52,9.68,47.04,62,75.44,64.32,59.6,40.64,25.52,7.2,0,0,0,0,0,0,0
2018-11-26,1,381.68,16,72.96,0,72.96,0.8,0,0,0,0,0,0,0,0.8,5.6,38.64,65.52,72.96,67.12,58.48,46.56,21.92,4.08,0,0,0,0,0,0,0
2018-11-27,1,429.04,18,76.88,0,76.88,1.36,0,0,0,0,0,0,0,1.36,11.52,47.84,65.84,76.88,73.44,64.72,49.68,30.64,7.12,0,0,0,0,0,0,0
2018-11-28,1,370,15,69.04,0,69.04,1.52,0,0,0,0,0,0,0,1.52,12.88,45.12,62.48,69.04,66.56,58.4,35.68,13.12,5.2,0,0,0,0,0,0,0
2018-11-29,1,372.24,16,67.6,0,67.6,1.44,0,0,0,0,0,0,0,1.44,9.04,42.24,60.16,67.6,64.96,55.52,43.12,23.52,4.64,0,0,0,0,0,0,0
2018-11-30,1,376.24,16,68,0,68,1.44,0,0,0,0,0,0,0,1.44,11.44,36.72,56.4,67.52,68,61.12,44.24,25.28,4.08,0,0,0,0,0,0,0
2018-12-01,1,203.2,8,40.4,0,40.4,0.4,0,0,0,0,0,0,0,0.4,8.72,21.28,33.36,28.08,30,40.4,27.68,10.4,2.88,0,0,0,0,0,0,0
2018-12-02,1,358.32,15,64.64,0,64.64,1.68,0,0,0,0,0,0,0,1.68,13.36,33.68,55.84,60.24,64.64,56.88,43.76,24.8,3.44,0,0,0,0,0,0,0
2018-12-03,1,64.56,3,13.6,0,13.6,0.08,0,0,0,0,0,0,0,0,2.24,8.24,12.4,12.16,7.28,5.76,13.6,2.8,0.08,0,0,0,0,0,0,0
2018-12-04,1,77.52,3,24.32,0,24.32,1.92,0,0,0,0,0,0,0,0,0,7.6,24.32,14.64,11.76,6.08,8.08,3.12,1.92,0,0,0,0,0,0,0
2018-12-05,1,411.36,17,73.04,0,73.04,0.88,0,0,0,0,0,0,0,0.88,10.88,45.2,65.92,73.04,71.04,62.08,48.4,28.48,5.44,0,0,0,0,0,0,0
2018-12-06,1,104.32,4,20,0,20,0.4,0,0,0,0,0,0,0,0,0.4,10.96,13.12,14.32,13.44,20,14,14.72,3.36,0,0,0,0,0,0,0
2018-12-07,1,223.44,9,36.72,0,36.72,0.4,0,0,0,0,0,0,0,0.4,7.84,23.28,34.48,28.32,36.72,34.64,35.2,19.44,3.12,0,0,0,0,0,0,0
2018-12-08,1,465.04,19,84.4,0,84.4,0.72,0,0,0,0,0,0,0,0.72,9.76,50.88,74.64,84.4,78.64,73.44,57.04,34.24,1.28,0,0,0,0,0,0,0
2018-12-09,1,470,20,86.48,0,86.48,0.56,0,0,0,0,0,0,0,0.56,11.28,36.32,66.96,82.08,86.48,77.44,61.52,38.64,8.72,0,0,0,0,0,0,0
2018-12-10,1,439.6,18,77.92,0,77.92,0.24,0,0,0,0,0,0,0,0.24,6.48,47.52,66.72,77.92,76.8,69.04,53.6,33.28,8,0,0,0,0,0,0,0
2018-12-11,1,66.32,3,22,0,22,0.08,0,0,0,0,0,0,0,0,0.72,3.44,5.04,11.2,22,11.76,8.4,3.68,0.08,0,0,0,0,0,0,0
2018-12-12,1,450.64,19,79.12,0,79.12,0.48,0,0,0,0,0,0,0,0.48,6.8,42,70,79.12,78,72.64,57.04,35.44,9.12,0,0,0,0,0,0,0
2018-12-13,1,436.64,18,78,0,78,0.4,0,0,0,0,0,0,0,0.4,6.16,44.4,70.16,78,77.6,70.88,55.12,28.16,5.76,0,0,0,0,0,0,0
2018-12-14,1,459.12,19,81.92,0,81.92,0.4,0,0,0,0,0,0,0,0.4,5.52,38.88,68.08,79.12,81.92,76.72,60.32,38,10.16,0,0,0,0,0,0,0
2018-12-15,1,414.8,17,75.12,0,75.12,0.08,0,0,0,0,0,0,0,0.32,5.92,41.6,68.24,75.12,71.28,67.44,54.08,21.76,8.96,0.08,0,0,0,0,0,0
2018-12-16,1,54.56,2,9.36,0,9.36,0.16,0,0,0,0,0,0,0,0.16,4.48,9.36,4.64,8.96,6.88,8.32,4.88,4.56,2.32,0,0,0,0,0,0,0
2018-12-17,1,316.08,13,62.88,0,62.88,0.48,0,0,0,0,0,0,0,0.48,8,29.04,50,55.52,62.88,60.16,18.96,23.44,7.6,0,0,0,0,0,0,0
2018-12-18,1,402.64,17,76.48,0,76.48,0.08,0,0,0,0,0,0,0,0.4,7.04,40.96,69.04,76.48,69.68,54.96,46.64,34.48,2.88,0.08,0,0,0,0,0,0
2018-12-19,1,354.64,15,69.6,0,69.6,0.16,0,0,0,0,0,0,0,0.16,7.76,30.8,56.56,69.52,69.6,60.24,31.52,22,6.48,0,0,0,0,0,0,0
2018-12-20,1,77.44,3,14.4,0,14.4,0.08,0,0,0,0,0,0,0,0.08,2,6.48,12,14.4,13.52,10.96,9.68,6,2.32,0,0,0,0,0,0,0
2018-12-21,1,237.04,10,59.04,0,59.04,0.32,0,0,0,0,0,0,0,0.32,6.88,14.64,46,59.04,34.48,37.92,25.76,9.6,2.4,0,0,0,0,0,0,0
2018-12-22,1,357.92,15,68.64,0,68.64,0.16,0,0,0,0,0,0,0,0.16,6.08,34.72,61.36,68.64,65.12,58.08,43.92,18,1.84,0,0,0,0,0,0,0
2018-12-23,1,294.8,12,72.8,0,72.8,0.08,0,0,0,0,0,0,0,0,1.28,7.04,10.88,32.96,72.8,69.28,55.28,35.44,9.76,0.08,0,0,0,0,0,0
2018-12-24,1,453.68,19,82.88,0,82.88,0.08,0,0,0,0,0,0,0,0.24,6.24,41.44,73.12,82.88,58.48,76.48,61.68,40.72,12.32,0.08,0,0,0,0,0,0
2018-12-25,1,381.76,16,72.16,0,72.16,0.8,0,0,0,0,0,0,0,0.8,7.36,37.12,66.88,72.16,67.44,65.12,30.48,30.56,3.84,0,0,0,0,0,0,0
2018-12-26,1,303.12,13,62.16,0,62.16,0.08,0,0,0,0,0,0,0,0,3.44,22.24,51.92,62.16,48.08,52.48,37.12,20.88,4.72,0.08,0,0,0,0,0,0
2018-12-27,1,456.96,19,78.24,0,78.24,0.16,0,0,0,0,0,0,0,0.24,5.04,38.64,73.68,74.88,69.12,78.24,63.44,41.04,12.48,0.16,0,0,0,0,0,0
2018-12-28,1,424.24,18,80.08,0,80.08,0.08,0,0,0,0,0,0,0,0.16,5.76,39.6,72.96,46,59.04,80.08,64.88,42.24,13.44,0.08,0,0,0,0,0,0
2018-12-29,1,472.96,20,87.44,0,87.44,0.16,0,0,0,0,0,0,0,0.16,5.2,39.84,74.88,87.44,61.6,80.48,65.36,43.6,14.4,0,0,0,0,0,0,0
2018-12-30,1,437.44,18,84.16,0,84.16,0.08,0,0,0,0,0,0,0,0.16,5.04,38.48,74.4,84.16,59.2,76.4,60,36.24,3.28,0.08,0,0,0,0,0,0
2018-12-31,1,460.8,19,82.08,0,82.08,0.16,0,0,0,0,0,0,0,0.16,5.68,36.32,69.12,80.64,82.08,75.52,60.64,38.4,12.08,0.16,0,0,0,0,0,0
2019-01-01,1,460.8,19,82.08,0,82.08,0.16,0,0,0,0,0,0,0,0.16,5.68,36.32,69.12,80.64,82.08,75.52,60.64,38.4,12.08,0.16,0,0,0,0,0,0
2019-01-02,1,471.52,20,83.04,0,83.04,0.08,0,0,0,0,0,0,0,0.08,5.6,37.36,69.92,82.48,83.04,76.24,61.52,41.04,14.08,0.16,0,0,0,0,0,0
2019-01-03,1,476.96,20,84.64,0,84.64,0.08,0,0,0,0,0,0,0,0.08,4.88,37.52,72.48,84.24,84.64,75.84,61.36,41.36,14.48,0.08,0,0,0,0,0,0
2019-01-04,1,240.56,10,69.52,0,69.52,0.08,0,0,0,0,0,0,0,0.16,6.16,38.64,54.08,69.52,21.12,21.92,20.32,6.4,2.16,0.08,0,0,0,0,0,0
2019-01-05,1,297.6,12,54,0,54,0.24,0,0,0,0,0,0,0,0,5.36,17.92,30.8,49.84,40.56,50.64,54,36.08,12.16,0.24,0,0,0,0,0,0
2019-01-06,1,343.68,14,70.4,0,70.4,0.16,0,0,0,0,0,0,0,0.16,4.72,12.24,47.76,65.92,46.16,70.4,43.44,39.6,13.12,0.16,0,0,0,0,0,0
2019-01-07,1,404.32,17,70.56,0,70.56,0.32,0,0,0,0,0,0,0,0.32,7.04,35.28,58.96,69.04,70.56,63.68,54.56,34,10.48,0.4,0,0,0,0,0,0
2019-01-08,1,421.92,18,77.6,0,77.6,0.24,0,0,0,0,0,0,0,0.24,6.48,34.4,61.76,75.2,77.6,72.08,49.6,32.08,12.16,0.32,0,0,0,0,0,0
2019-01-09,1,351.84,15,79.04,0,79.04,0.32,0,0,0,0,0,0,0,0.32,8.96,36.24,65.84,79.04,69.52,33.28,34.56,15.52,8.24,0.32,0,0,0,0,0,0
2019-01-10,1,385.04,16,79.2,0,79.2,0.24,0,0,0,0,0,0,0,0,3.76,16.48,34.24,62.8,79.2,73.36,60.16,39.6,15.2,0.24,0,0,0,0,0,0
2019-01-11,1,323.76,13,71.36,0,71.36,0.32,0,0,0,0,0,0,0,0.32,8.96,21.52,27.28,65.84,71.36,48.8,43.36,24.4,11.52,0.4,0,0,0,0,0,0
2019-01-12,1,91.76,4,27.92,0,27.92,0.32,0,0,0,0,0,0,0,0,0.32,2.8,5.2,14.48,27.92,17.04,13.68,6.32,3.6,0.4,0,0,0,0,0,0
2019-01-13,1,352.8,15,69.12,0,69.12,0.24,0,0,0,0,0,0,0,0.24,4.4,27.12,55.68,56.72,48,69.12,57.04,29.68,4.16,0.64,0,0,0,0,0,0
2019-01-14,1,427.68,18,77.04,0,77.04,0.16,0,0,0,0,0,0,0,0.16,6.56,38,65.2,76.16,77.04,67.12,52.08,36.8,8.32,0.24,0,0,0,0,0,0
2019-01-15,1,358.72,15,69.04,0,69.04,0.08,0,0,0,0,0,0,0,0.08,6.8,24.96,49.76,64.64,69.04,59.84,42.96,27.6,12.56,0.48,0,0,0,0,0,0
2019-01-16,1,513.68,21,89.44,0,89.44,0.24,0,0,0,0,0,0,0,0.24,7.84,42.64,70.88,85.52,89.44,82.64,68,46.32,19.76,0.4,0,0,0,0,0,0
2019-01-17,1,495.92,21,87.28,0,87.28,0.16,0,0,0,0,0,0,0,0.16,5.28,41.92,70.24,84.64,87.28,80.72,63.28,43.84,18.08,0.48,0,0,0,0,0,0
2019-01-18,1,493.28,21,85.44,0,85.44,0.24,0,0,0,0,0,0,0,0.24,7.2,44.88,70.56,82.16,85.44,79.28,62.32,41.36,19.36,0.48,0,0,0,0,0,0
2019-01-19,1,320.08,13,78.72,0,78.72,0.16,0,0,0,0,0,0,0,0.16,7.68,36.8,63.12,77.36,78.72,45.04,5.2,4.8,1.2,0,0,0,0,0,0,0
2019-01-20,1,461.12,19,82.24,0,82.24,0.16,0,0,0,0,0,0,0,0.16,7.2,38.72,62.8,77.68,82.24,72.96,58.88,42.32,17.36,0.8,0,0,0,0,0,0
2019-01-21,1,522.64,22,87.92,0,87.92,0.16,0,0,0,0,0,0,0,0.16,8.56,47.44,73.6,85.2,87.92,82.08,68.16,47.44,21.36,0.72,0,0,0,0,0,0
2019-01-22,1,498.48,21,85.04,0,85.04,0.24,0,0,0,0,0,0,0,0.24,6.08,44.88,70.8,83.76,85.04,77.76,64.56,44.48,20.08,0.8,0,0,0,0,0,0
2019-01-23,1,442.16,18,78.16,0,78.16,0.4,0,0,0,0,0,0,0,0.4,8,37.12,61.12,73.44,78.16,72.56,58,37.6,14.64,1.12,0,0,0,0,0,0
2019-01-24,1,479.44,20,82.96,0,82.96,0.32,0,0,0,0,0,0,0,0.32,8.24,42.24,65.52,79.68,82.96,74.16,61.36,44.56,19.36,1.04,0,0,0,0,0,0
2019-01-25,1,280.96,12,74.8,0,74.8,0.08,0,0,0,0,0,0,0,0.08,6.88,26.96,24.72,67.2,74.8,34.8,15.68,16.08,12.4,1.36,0,0,0,0,0,0
2019-01-26,1,556,23,90.56,0,90.56,0.32,0,0,0,0,0,0,0,0.32,7.2,52.4,76.64,89.68,90.56,86.72,73.84,51.76,24.96,1.92,0,0,0,0,0,0
2019-01-27,1,533.92,22,87.6,0,87.6,0.32,0,0,0,0,0,0,0,0.32,6.48,52.4,75.12,87.6,80.24,84.08,71.04,50.32,24.32,2,0,0,0,0,0,0
2019-01-28,1,443.68,18,80,0,80,0.16,0,0,0,0,0,0,0,0.16,4.96,41.2,67.52,58.56,80,71.6,60,40.4,18.16,1.12,0,0,0,0,0,0
2019-01-29,1,494.32,21,82,0,82,0.56,0,0,0,0,0,0,0,0.56,10,46.56,67.76,82,82,74.48,63.04,44.8,21.36,1.76,0,0,0,0,0,0
2019-01-30,1,437.92,18,83.28,0,83.28,0.24,0,0,0,0,0,0,0,0.24,11.12,43.52,58.88,67.36,83.28,74.8,62.32,25.36,10.08,0.96,0,0,0,0,0,0
2019-01-31,1,43.2,2,13.92,0,13.92,0.08,0,0,0,0,0,0,0,0,0.08,1.52,3.28,3.2,3.52,4.32,4.56,6,13.92,2.8,0,0,0,0,0,0
2019-02-01,1,576.24,24,93.76,0,93.76,0.56,0,0,0,0,0,0,0,0.56,10.64,54.16,78.48,91.68,93.76,89.68,75.28,53.28,26.16,2.56,0,0,0,0,0,0
2019-02-02,1,542.32,23,89.52,0,89.52,0.56,0,0,0,0,0,0,0,0.56,13.76,52.48,73.6,87.84,89.52,83.84,68.16,48,22.56,2,0,0,0,0,0,0
2019-02-03,1,53.68,2,12.64,0,12.64,0.32,0,0,0,0,0,0,0,0,0,0.48,3.2,10.72,11.12,12.64,8.64,2.8,3.76,0.32,0,0,0,0,0,0
2019-02-04,1,538.32,22,88.56,0,88.56,0.64,0,0,0,0,0,0,0,0.64,14.24,50.88,71.84,86.16,88.56,83.52,68.8,46.48,23.28,3.92,0,0,0,0,0,0
2019-02-05,1,506.56,21,76.8,0,76.8,0.8,0,0,0,0,0,0,0,0.8,14.4,49.84,69.68,76.32,76.8,75.84,65.6,49.44,25.2,2.64,0,0,0,0,0,0
2019-02-06,1,496.8,21,84.48,0,84.48,0.96,0,0,0,0,0,0,0,0.96,12.24,50.08,69.76,84.48,73.36,76.8,64.88,43.68,18.16,2.4,0,0,0,0,0,0
2019-02-07,1,236.08,10,63.92,0,63.92,0.08,0,0,0,0,0,0,0,0,0.08,11.36,42.16,63.92,42.72,32.8,19.92,13.6,6.8,2.72,0,0,0,0,0,0
2019-02-08,1,464.4,19,87.2,0,87.2,0.16,0,0,0,0,0,0,0,0.16,7.2,21.44,56.88,70.48,87.2,81.76,66,46.64,23.6,3.04,0,0,0,0,0,0
2019-02-09,1,483.52,20,85.76,0,85.76,0.16,0,0,0,0,0,0,0,0.16,11.92,32.08,65.68,85.76,80.08,64.88,64.48,50.8,24.64,3.04,0,0,0,0,0,0
2019-02-10,1,304.88,13,60.88,0,60.88,0.48,0,0,0,0,0,0,0,1.28,17.52,39.04,33.92,60.88,58.8,52,27.84,10.32,2.8,0.48,0,0,0,0,0,0
2019-02-11,1,577.52,24,95.6,0,95.6,0.96,0,0,0,0,0,0,0,0.96,19.44,55.2,79.76,92.64,95.6,84,69.04,50.16,25.44,5.28,0,0,0,0,0,0
2019-02-12,1,548.08,23,92.48,0,92.48,1.12,0,0,0,0,0,0,0,1.12,17.28,48.56,73.36,88.88,92.48,84.56,68.88,47.68,21.84,3.44,0,0,0,0,0,0
2019-02-13,1,536.56,22,88.4,0,88.4,1.44,0,0,0,0,0,0,0,1.44,18.16,48.08,71.76,85.36,88.4,82.72,67.76,46.8,22.8,3.28,0,0,0,0,0,0
2019-02-14,1,430.08,18,81.36,0,81.36,0.24,0,0,0,0,0,0,0,0.24,5.68,26.48,57.12,81.2,81.36,51.04,59.76,38.64,26.24,2.32,0,0,0,0,0,0
2019-02-15,1,176.64,7,40,0,40,0.08,0,0,0,0,0,0,0,0.08,7.28,8.96,12.72,21.76,40,29.44,22.88,18.96,12.16,2.4,0,0,0,0,0,0
2019-02-16,1,514.64,21,87.68,0,87.68,1.44,0,0,0,0,0,0,0,1.44,19.44,50.72,76.24,87.68,48.8,86.16,64.4,51.92,24.64,3.2,0,0,0,0,0,0
2019-02-17,1,614.48,26,98.24,0,98.24,1.68,0,0,0,0,0,0,0,1.68,25.76,58.56,83.36,98.24,81.36,94.64,78.08,55.76,31.04,6,0,0,0,0,0,0
2019-02-18,1,231.92,10,59.52,0,59.52,0.16,0,0,0,0,0,0,0,1.12,9.92,24.96,33.36,59.52,31.44,26.4,29.68,11.92,3.44,0.16,0,0,0,0,0,0
2019-02-19,1,104.48,4,38.72,0,38.72,0.32,0,0,0,0,0,0,0,0,0.32,0.96,2,5.28,14.08,24.72,38.72,12.08,4.16,2.16,0,0,0,0,0,0
2019-02-20,1,590.48,25,95.28,0,95.28,1.76,0,0,0,0,0,0,0,1.76,25.52,56.32,78.88,93.76,95.28,90.8,72.48,47.84,22.72,5.12,0,0,0,0,0,0
2019-02-21,1,473.2,20,83.12,0,83.12,2.16,0,0,0,0,0,0,0,2.16,19.6,47.2,68.56,82.08,83.12,81.76,48.08,26.88,11.36,2.4,0,0,0,0,0,0
2019-02-22,1,358.8,15,80.32,0,80.32,0.72,0,0,0,0,0,0,0,2,21.52,42.24,71.6,80.32,54.16,44.72,19.84,12.96,8.72,0.72,0,0,0,0,0,0
2019-02-23,1,445.52,19,89.84,0,89.84,2.16,0,0,0,0,0,0,0,2.16,17.92,38.8,70.56,89.84,69.28,67.36,47.6,21.12,15.92,4.96,0,0,0,0,0,0
2019-02-24,1,522.64,22,85.12,0,85.12,0.08,0,0,0,0,0,0,0,2.72,25.52,52.16,67.12,56.48,75.2,85.12,71.6,52.24,28.24,6.16,0.08,0,0,0,0,0
